,,,,,CPX,,,,OC,,,,,,CL,,,,,,GS,,,,,,OCG,,,,,,,
instance,k/|V|,weight,|V|,|E|,T,EG,#N,GI,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C(OC),#C(CL),#C(GS),ST
35,30%,nonunit,200,864,1.9,NA,181,88.0,1.9,NA,47,96.2,546,0.1,1.4,NA,25,93.1,77,0,2.0,NA,111,86.6,313,0.1,1.9,NA,31,96.2,542,61,208,0.2
37,30%,nonunit,198,808,1.8,NA,73,89.0,1.1,NA,7,97.3,575,0.1,1.7,NA,62,89.4,48,0,1.8,NA,77,88.8,110,<0.1,1.3,NA,8,98.0,506,39,210,0.1
39,30%,nonunit,6795,10620,2.1,NA,1,100.0,2.1,NA,1,100.0,282,<0.1,2.5,NA,1,100.0,246,<0.1,2.2,NA,1,100.0,0,0.1,2.5,NA,1,100.0,282,239,0,<0.1
41,30%,nonunit,200,1023,0.5,NA,1,100.0,0.2,NA,1,100.0,223,<0.1,0.2,NA,1,100.0,135,0,0.5,NA,1,100.0,118,<0.1,0.3,NA,1,100.0,211,125,118,<0.1
43,30%,nonunit,200,841,0.4,NA,1,100.0,0.2,NA,1,100.0,139,<0.1,0.2,NA,1,100.0,129,<0.1,0.7,NA,1,100.0,208,<0.1,0.2,NA,1,100.0,170,136,110,<0.1
45,30%,nonunit,200,1020,2.1,NA,31,94.1,1.0,NA,5,97.5,315,0.1,1.2,NA,7,96.5,130,0,1.9,NA,14,94.6,116,<0.1,1.4,NA,9,96.9,319,107,116,0.2
47,30%,nonunit,200,1093,2.9,NA,154,87.2,1.4,NA,6,98.5,489,0.2,1.9,NA,24,95.8,165,0,3.5,NA,172,85.4,351,0.1,1.2,NA,6,99.1,432,125,201,0.2
49,30%,nonunit,200,933,0.2,NA,1,100.0,0.1,NA,1,100.0,87,0,0.1,NA,1,100.0,50,0,0.2,NA,1,100.0,92,<0.1,0.1,NA,1,100.0,87,50,89,<0.1
51,30%,nonunit,200,1098,3.4,NA,276,86.9,1.6,NA,10,98.4,623,0.2,2.1,NA,48,93.9,174,<0.1,3.4,NA,295,87.9,357,0.1,1.5,NA,11,98.6,615,128,197,0.2
53,30%,nonunit,200,1026,2.4,NA,46,93.4,1.0,NA,6,99.7,329,0.1,1.6,NA,28,95.7,117,0,2.2,NA,39,94.8,231,<0.1,1.1,NA,5,99.2,342,93,118,0.1
55,30%,nonunit,200,938,1.1,NA,6,97.5,0.6,NA,1,100.0,309,0.1,0.5,NA,1,100.0,109,0,1.1,NA,4,98.8,436,0.1,0.6,NA,3,99.5,279,80,113,0.1
57,30%,nonunit,200,1160,2.0,NA,11,93.9,1.1,NA,5,99.4,424,0.1,1.2,NA,5,98.9,213,0,2.0,NA,11,94.5,453,0.1,1.1,NA,6,99.6,365,161,116,0.2
59,30%,nonunit,200,961,1.1,NA,7,96.7,0.8,NA,4,98.8,268,0.2,1.0,NA,9,98.2,109,0,1.7,NA,20,95.2,202,<0.1,0.6,NA,1,100.0,318,80,104,0.1
61,30%,nonunit,200,931,1.8,NA,27,94.3,0.8,NA,6,98.5,336,0.1,1.3,NA,9,97.7,92,0,1.9,NA,35,94.6,141,<0.1,1.1,NA,6,98.3,379,83,110,0.1
63,30%,nonunit,200,1011,1.2,NA,10,95.1,0.4,NA,1,100.0,260,<0.1,1.2,NA,47,94.4,86,0,1.4,NA,25,93.5,182,<0.1,0.6,NA,1,100.0,306,64,168,0.1
65,30%,nonunit,200,1011,1.4,NA,10,95.1,0.8,NA,4,99.1,363,0.1,1.0,NA,5,97.5,110,0,1.6,NA,9,95.7,315,0.1,0.9,NA,4,98.9,336,74,116,0.1
67,30%,nonunit,200,1174,1.9,NA,13,95.7,0.8,NA,4,99.1,345,0.1,0.9,NA,1,100.0,142,0,1.5,NA,7,98.3,136,<0.1,1.1,NA,1,100.0,388,126,114,0.1
69,30%,nonunit,200,1083,0.7,NA,3,99.4,0.4,NA,1,100.0,159,<0.1,0.4,NA,1,100.0,139,<0.1,1.0,NA,6,99.1,226,<0.1,0.4,NA,1,100.0,158,131,114,0.1
71,30%,nonunit,200,952,2.5,NA,93,87.5,1.8,NA,29,96.5,480,0.2,2.3,NA,42,94.1,119,0,2.9,NA,116,89.0,256,0.1,1.8,NA,12,97.6,487,75,227,0.2
73,30%,nonunit,200,1078,0.3,NA,1,100.0,0.1,NA,1,100.0,133,0,0.1,NA,1,100.0,96,0,0.3,NA,1,100.0,228,<0.1,0.2,NA,1,100.0,133,96,116,<0.1
75,30%,nonunit,26300,41500,23.9,NA,1,100.0,24.6,NA,1,100.0,1269,0.1,27.9,NA,1,100.0,514,<0.1,25.3,NA,1,100.0,0,1.1,30.6,NA,1,100.0,1269,459,0,1.2
77,30%,nonunit,200,961,1.1,NA,7,96.7,0.8,NA,4,98.8,268,0.1,1.0,NA,9,98.2,109,0,1.8,NA,20,95.2,202,<0.1,0.6,NA,1,100.0,318,80,104,0.1
79,30%,nonunit,26300,41500,24.6,NA,1,100.0,24.6,NA,1,100.0,1271,0.1,30.2,NA,1,100.0,525,0.1,26.6,NA,1,100.0,0,1.1,30.7,NA,1,100.0,1271,460,0,1.2
81,30%,nonunit,199,1091,2.7,NA,90,88.6,2.1,NA,44,92.7,261,0.1,2.2,NA,52,92.4,167,0,3.0,NA,141,89.2,230,<0.1,2.2,NA,42,93.6,254,135,116,0.2
83,30%,nonunit,200,1172,3.6,NA,87,91.2,1.7,NA,8,96.9,347,0.2,1.9,NA,11,94.2,174,0,3.2,NA,67,88.2,359,0.1,2.0,NA,11,97.4,370,128,120,0.2
85,30%,nonunit,11470,17408,6.3,NA,1,100.0,6.3,NA,1,100.0,424,<0.1,7.0,NA,1,100.0,275,<0.1,6.5,NA,1,100.0,0,0.1,7.2,NA,1,100.0,424,259,0,0.2
87,30%,nonunit,13590,21240,5.5,NA,1,100.0,5.8,NA,1,100.0,574,<0.1,6.7,NA,1,100.0,325,<0.1,5.7,NA,1,100.0,0,0.2,7.1,NA,1,100.0,574,294,0,0.3
89,30%,nonunit,57316,77978,64.8,NA,1,100.0,52.1,NA,1,100.0,3270,0.1,81.8,NA,1,100.0,724,0.1,67.3,NA,1,100.0,0,0,72.2,NA,1,100.0,3270,526,0,0.1
91,30%,nonunit,200,1163,4.1,NA,163,84.7,3.0,NA,23,96.9,717,0.3,3.4,NA,70,90.9,229,0,4.5,NA,196,88.2,361,0.1,3.9,NA,50,96.4,767,132,225,0.4
93,30%,nonunit,200,1162,2.7,NA,67,92.6,1.0,NA,4,99.1,440,0.1,2.1,NA,23,94.5,181,0,2.7,NA,48,91.6,216,0.1,1.0,NA,4,99.4,462,145,212,0.2
95,30%,nonunit,15783,24663,6.5,NA,1,100.0,5.4,NA,1,100.0,666,<0.1,7.0,NA,1,100.0,352,<0.1,6.7,NA,1,100.0,0,0.3,7.3,NA,1,100.0,666,325,0,0.3
97,30%,nonunit,18096,28281,9.2,NA,1,100.0,9.2,NA,1,100.0,776,<0.1,11.1,NA,1,100.0,397,<0.1,9.5,NA,1,100.0,0,0.4,11.8,NA,1,100.0,776,346,0,0.4
99,30%,nonunit,26300,41500,22.0,NA,1,100.0,24.6,NA,1,100.0,1257,0.1,27.1,NA,1,100.0,509,<0.1,23.6,NA,1,100.0,0,1.1,29.7,NA,1,100.0,1257,452,0,1.2
101,30%,nonunit,26300,41500,15.2,NA,1,100.0,14.9,NA,1,100.0,1270,<0.1,19.2,NA,1,100.0,516,<0.1,15.8,NA,1,100.0,0,1.1,19.9,NA,1,100.0,1270,460,0,1.2
103,30%,nonunit,15783,24663,5.7,NA,1,100.0,5.7,NA,1,100.0,674,<0.1,7.2,NA,1,100.0,350,0,6.0,NA,1,100.0,0,0.3,7.7,NA,1,100.0,674,324,0,0.3
105,30%,nonunit,26300,41500,15.1,NA,1,100.0,14.8,NA,1,100.0,1276,0.1,18.9,NA,1,100.0,521,<0.1,15.8,NA,1,100.0,0,1.1,19.9,NA,1,100.0,1276,456,0,1.2
107,30%,nonunit,13590,21240,6.8,NA,1,100.0,6.4,NA,1,100.0,548,<0.1,7.7,NA,1,100.0,314,<0.1,6.8,NA,1,100.0,0,0.2,7.9,NA,1,100.0,548,289,0,0.3
109,30%,nonunit,66992,90970,103.3,NA,1,100.0,91.1,NA,1,100.0,3595,<0.1,122.2,NA,1,100.0,728,0.1,91.7,NA,1,100.0,0,0,120.3,NA,1,100.0,3595,665,0,0.1
111,30%,nonunit,450,17831,3532.5,4.8,6209,58.2,3522.7,3.9,4021,63.4,10591,<0.1,3530.2,7.4,1,64.7,45064,1.4,3511.1,5.3,6232,58.2,8892,4.4,3549.0,6.5,1,69.9,10591,35604,544,1.3
113,30%,nonunit,26300,41500,27.7,NA,1,100.0,28.0,NA,1,100.0,1282,0.1,31.8,NA,1,100.0,526,<0.1,28.5,NA,1,100.0,0,1.1,33.0,NA,1,100.0,1282,458,0,1.2
115,30%,nonunit,18096,28281,9.2,NA,1,100.0,8.5,NA,1,100.0,765,<0.1,12.3,NA,1,100.0,394,<0.1,8.8,NA,1,100.0,0,0.4,11.5,NA,1,100.0,765,342,0,0.4
117,30%,nonunit,18096,28281,9.9,NA,1,100.0,7.6,NA,1,100.0,766,<0.1,10.2,NA,1,100.0,392,0.1,9.8,NA,1,100.0,0,0.4,10.8,NA,1,100.0,766,339,0,0.5
119,30%,nonunit,18096,28281,8.9,NA,1,100.0,9.6,NA,1,100.0,761,<0.1,11.4,NA,1,100.0,396,0.1,9.4,NA,1,100.0,0,0.4,12.1,NA,1,100.0,761,343,0,0.4
121,30%,nonunit,18096,28281,8.6,NA,1,100.0,8.0,NA,1,100.0,771,<0.1,10.8,NA,1,100.0,395,<0.1,8.8,NA,1,100.0,0,0.4,10.5,NA,1,100.0,771,339,0,0.4
123,30%,nonunit,26300,41500,16.5,NA,1,100.0,15.9,NA,1,100.0,1271,0.1,22.1,NA,1,100.0,523,<0.1,18.9,NA,1,100.0,0,1.1,22.0,NA,1,100.0,1271,459,0,1.2
125,30%,nonunit,26300,41500,29.0,NA,1,100.0,29.3,NA,1,100.0,1267,0.1,33.2,NA,1,100.0,514,0.1,29.7,NA,1,100.0,0,1.1,35.0,NA,1,100.0,1267,456,0,1.2
127,30%,nonunit,18096,28281,8.2,NA,1,100.0,8.8,NA,1,100.0,761,<0.1,10.6,NA,1,100.0,396,0.1,9.1,NA,1,100.0,0,0.4,10.8,NA,1,100.0,761,343,0,0.4
129,30%,nonunit,15783,24663,6.7,NA,1,100.0,7.2,NA,1,100.0,673,<0.1,8.4,NA,1,100.0,346,<0.1,7.4,NA,1,100.0,0,0.3,8.7,NA,1,100.0,673,320,0,0.4
131,30%,nonunit,2980,5360,0.5,NA,1,100.0,0.6,NA,1,100.0,89,0,0.6,NA,1,100.0,89,0,0.5,NA,1,100.0,0,0,0.6,NA,1,100.0,89,89,0,<0.1
133,30%,nonunit,15783,24663,6.7,NA,1,100.0,6.5,NA,1,100.0,663,<0.1,8.5,NA,1,100.0,347,<0.1,7.0,NA,1,100.0,0,0.3,8.5,NA,1,100.0,663,321,0,0.3
135,30%,nonunit,26300,41500,29.2,NA,1,100.0,29.4,NA,1,100.0,1273,0.1,31.9,NA,1,100.0,512,0.1,31.8,NA,1,100.0,0,1.2,34.4,NA,1,100.0,1273,451,0,1.2
137,30%,nonunit,26300,41500,17.8,NA,1,100.0,16.1,NA,1,100.0,1283,0.1,20.9,NA,1,100.0,527,<0.1,18.3,NA,1,100.0,0,1.1,22.3,NA,1,100.0,1283,458,0,1.2
139,30%,nonunit,18096,28281,9.9,NA,1,100.0,10.1,NA,1,100.0,769,<0.1,11.8,NA,1,100.0,404,<0.1,10.1,NA,1,100.0,0,0.4,12.6,NA,1,100.0,769,345,0,0.5
141,30%,nonunit,18096,28281,8.8,NA,1,100.0,8.7,NA,1,100.0,754,<0.1,11.2,NA,1,100.0,388,<0.1,8.5,NA,1,100.0,0,0.4,10.6,NA,1,100.0,754,339,0,0.4
143,30%,nonunit,18096,28281,8.6,NA,1,100.0,8.2,NA,1,100.0,761,<0.1,10.7,NA,1,100.0,394,<0.1,8.5,NA,1,100.0,0,0.4,11.1,NA,1,100.0,761,341,0,0.4
145,30%,nonunit,18096,28281,8.4,NA,1,100.0,8.4,NA,1,100.0,765,<0.1,11.0,NA,1,100.0,393,<0.1,9.3,NA,1,100.0,0,0.4,11.1,NA,1,100.0,765,343,0,0.4
147,30%,nonunit,18096,28281,10.2,NA,1,100.0,9.7,NA,1,100.0,767,<0.1,11.6,NA,1,100.0,394,<0.1,10.3,NA,1,100.0,0,0.4,12.5,NA,1,100.0,767,342,0,0.4
149,30%,nonunit,26300,41500,28.8,NA,1,100.0,29.9,NA,1,100.0,1262,0.1,32.0,NA,1,100.0,510,0.1,26.4,NA,1,100.0,0,1.1,32.2,NA,1,100.0,1262,449,0,1.2
151,30%,nonunit,15783,24663,6.4,NA,1,100.0,7.0,NA,1,100.0,679,<0.1,8.4,NA,1,100.0,350,<0.1,6.8,NA,1,100.0,0,0.3,9.1,NA,1,100.0,679,323,0,0.4
153,30%,nonunit,29076,45570,35.8,NA,1,100.0,31.2,NA,1,100.0,1400,0.1,36.4,NA,1,100.0,497,0.1,34.6,NA,1,100.0,0,1.5,39.8,NA,1,100.0,1400,446,0,1.5
155,30%,nonunit,26300,41500,28.7,NA,4,100.0,27.9,NA,1,100.0,1270,0.1,31.9,NA,1,100.0,518,0.1,32.0,NA,4,100.0,0,1.1,31.2,NA,1,100.0,1270,455,0,1.2
157,30%,nonunit,2980,5360,0.6,NA,1,100.0,0.7,NA,1,100.0,99,<0.1,0.7,NA,1,100.0,99,0,0.7,NA,1,100.0,0,<0.1,0.8,NA,1,100.0,99,98,0,<0.1
159,30%,nonunit,18096,28281,9.5,NA,1,100.0,8.8,NA,1,100.0,773,<0.1,11.2,NA,1,100.0,400,<0.1,9.0,NA,1,100.0,0,0.4,11.3,NA,1,100.0,773,342,0,0.4
161,30%,nonunit,138141,227241,494.4,NA,1,100.0,482.4,NA,1,100.0,4035,0.1,510.6,NA,1,100.0,873,0.3,482.1,NA,1,100.0,0,0,550.0,NA,1,100.0,4034,768,0,0.3
163,30%,nonunit,18096,28281,9.8,NA,1,100.0,10.0,NA,1,100.0,768,<0.1,12.2,NA,1,100.0,400,<0.1,9.8,NA,1,100.0,0,0.4,13.1,NA,1,100.0,768,343,0,0.5
165,30%,nonunit,18096,28281,8.2,NA,1,100.0,9.2,NA,1,100.0,765,<0.1,11.3,NA,1,100.0,392,<0.1,8.5,NA,1,100.0,0,0.4,11.5,NA,1,100.0,765,340,0,0.4
167,30%,nonunit,15783,24663,6.1,NA,1,100.0,6.2,NA,1,100.0,669,<0.1,8.0,NA,1,100.0,350,<0.1,6.7,NA,1,100.0,0,0.3,8.3,NA,1,100.0,669,322,0,0.3
169,30%,nonunit,4768,8576,2.4,NA,1,100.0,2.4,NA,1,100.0,150,<0.1,3.0,NA,1,100.0,148,<0.1,2.4,NA,1,100.0,0,<0.1,2.6,NA,1,100.0,150,142,0,<0.1
171,30%,nonunit,18096,28281,8.1,NA,1,100.0,8.9,NA,1,100.0,764,<0.1,11.4,NA,1,100.0,389,<0.1,8.9,NA,1,100.0,0,0.4,11.0,NA,1,100.0,764,340,0,0.4
173,30%,nonunit,56860,77264,60.8,NA,1,100.0,51.8,NA,1,100.0,3271,<0.1,81.1,NA,1,100.0,711,0.1,61.6,NA,1,100.0,0,0,68.7,NA,1,100.0,3271,491,0,0.1
175,30%,nonunit,3523,6446,0.6,NA,1,100.0,0.6,NA,1,100.0,104,0,0.7,NA,1,100.0,101,0,0.6,NA,1,100.0,0,<0.1,0.7,NA,1,100.0,104,101,0,<0.1
177,30%,nonunit,5066,9112,1.9,NA,1,100.0,1.9,NA,1,100.0,136,<0.1,2.1,NA,1,100.0,136,<0.1,1.9,NA,1,100.0,0,<0.1,2.1,NA,1,100.0,136,129,0,<0.1
179,30%,nonunit,15783,24663,6.4,NA,1,100.0,6.5,NA,1,100.0,678,<0.1,7.6,NA,1,100.0,349,<0.1,6.7,NA,1,100.0,0,0.3,8.3,NA,1,100.0,678,322,0,0.3
181,30%,nonunit,18096,28281,8.3,NA,1,100.0,8.5,NA,1,100.0,776,<0.1,10.7,NA,1,100.0,397,<0.1,9.0,NA,1,100.0,0,0.4,11.1,NA,1,100.0,776,343,0,0.4
183,30%,nonunit,72420,118362,112.6,NA,1,100.0,111.8,NA,1,100.0,2770,0.3,147.7,NA,1,100.0,836,0.1,113.5,NA,1,100.0,0,5.0,148.8,NA,1,100.0,2770,698,0,5.4
185,30%,nonunit,3523,6446,0.8,NA,1,100.0,0.9,NA,1,100.0,110,0,0.9,NA,1,100.0,108,0,0.8,NA,1,100.0,0,<0.1,0.9,NA,1,100.0,110,106,0,<0.1
187,30%,nonunit,4227,7734,0.9,NA,1,100.0,0.9,NA,1,100.0,127,<0.1,1.1,NA,1,100.0,127,0,0.9,NA,1,100.0,0,<0.1,1.0,NA,1,100.0,127,127,0,<0.1
189,30%,nonunit,7400,13600,3.3,NA,1,100.0,3.3,NA,1,100.0,224,0,3.5,NA,1,100.0,224,<0.1,3.2,NA,1,100.0,0,<0.1,3.7,NA,1,100.0,224,218,0,0.1
191,30%,nonunit,4579,8378,1.8,NA,1,100.0,1.9,NA,1,100.0,142,0,2.0,NA,1,100.0,142,0,1.9,NA,1,100.0,0,<0.1,2.0,NA,1,100.0,142,141,0,<0.1
193,30%,nonunit,7030,12920,4.3,NA,1,100.0,4.1,NA,1,100.0,195,0,4.5,NA,1,100.0,195,<0.1,4.3,NA,1,100.0,0,<0.1,4.5,NA,1,100.0,195,188,0,<0.1
195,30%,nonunit,1150,81068,3591.5,11.9,12,24.8,3591.5,12.1,1,25.3,10568,<0.1,3583.2,12.8,1,22.6,6293,0.1,3591.5,14.1,1,16.7,18050,31.6,3591.5,14.0,1,22.2,10568,3689,1383,1.8
197,30%,nonunit,1534,127011,3591.6,13.5,1,19.0,3591.5,13.6,1,19.5,10026,<0.1,3591.5,13.9,1,15.7,6162,0.1,3591.8,15.6,1,8.0,9404,19.9,3591.6,14.7,1,12.5,10026,3081,1846,3.3
199,30%,nonunit,1534,126163,3591.5,13.4,1,18.5,3591.5,13.0,1,20.4,10002,<0.1,3591.1,14.0,1,15.8,6162,0.1,3591.6,15.8,1,7.6,9352,17.4,3591.5,14.6,1,14.5,10002,4740,1843,3.7
1,40%,nonunit,6160,40207,11.4,NA,1,100.0,9.3,NA,1,100.0,4683,<0.1,10.5,NA,1,100.0,572,0.1,11.6,NA,1,100.0,0,0.5,13.7,NA,1,100.0,4477,436,0,0.6
3,40%,nonunit,60541,48418,11.6,NA,1,100.0,11.7,NA,1,100.0,0,0,18.6,NA,1,100.0,0,0,11.6,NA,1,100.0,0,0,18.6,NA,1,100.0,0,0,0,0
5,40%,nonunit,200,798,3.2,NA,346,85.1,2.0,NA,35,96.6,670,0.2,1.9,NA,111,89.2,107,0,3.3,NA,269,83.9,259,0.1,1.7,NA,9,97.3,656,80,154,0.3
7,40%,nonunit,8794,10121,2.1,NA,1,100.0,1.5,NA,1,100.0,122,0,2.5,NA,1,100.0,35,0,2.2,NA,1,100.0,0,<0.1,1.8,NA,1,100.0,122,35,0,<0.1
9,40%,nonunit,38452,174645,3513.8,0.2,5596,95.1,3556.4,0.2,7938,95.0,12000,0.1,3536.5,<0.1,1,98.6,14739,13.4,3524.4,0.2,5319,95.1,0,<0.1,3522.1,<0.1,1,98.4,12000,12830,0,14.2
11,40%,nonunit,9877,25973,2073.4,NA,158536,94.9,2246.8,NA,160200,94.8,7389,0.5,1625.8,NA,114256,96.3,469,0.2,2098.7,NA,158536,94.9,0,1.0,651.3,NA,49817,96.4,10108,385,0,1.1
13,40%,nonunit,45307,36697,6.5,NA,1,100.0,6.5,NA,1,100.0,0,0,9.3,NA,1,100.0,0,0,6.7,NA,1,100.0,0,0,9.5,NA,1,100.0,0,0,0,0
15,40%,nonunit,53610,42940,9.4,NA,1,100.0,9.2,NA,1,100.0,0,0,13.4,NA,1,100.0,0,0,9.2,NA,1,100.0,0,0,13.6,NA,1,100.0,0,0,0,0
17,40%,nonunit,23541,34233,19.1,NA,1,100.0,17.2,NA,1,100.0,1948,0.1,19.2,NA,1,100.0,309,<0.1,24.0,NA,1,100.0,0,1.5,20.2,NA,1,100.0,1938,251,0,1.6
19,40%,nonunit,200,862,5.1,NA,550,83.1,2.8,NA,73,96.0,855,0.3,3.5,NA,224,88.5,116,0,6.6,NA,924,81.2,577,0.3,2.7,NA,54,96.1,922,89,295,0.4
21,40%,nonunit,24765,19655,2.0,NA,1,100.0,2.0,NA,1,100.0,0,0,3.0,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,2.9,NA,1,100.0,0,0,0,0
23,40%,nonunit,27717,133665,3552.9,0.2,14859,93.2,3555.0,0.2,14453,93.3,12000,0.1,3550.0,0.1,1,98.1,18369,10.8,3509.8,0.2,14401,93.2,0,<0.1,3555.7,0.1,1,98.1,12000,17880,0,11.2
25,40%,nonunit,23194,18295,1.8,NA,1,100.0,1.8,NA,1,100.0,0,0,2.6,NA,1,100.0,0,0,1.8,NA,1,100.0,0,0,2.5,NA,1,100.0,0,0,0,0
27,40%,nonunit,65866,52435,13.6,NA,1,100.0,13.3,NA,1,100.0,0,0,21.7,NA,1,100.0,0,0,13.3,NA,1,100.0,0,0,21.2,NA,1,100.0,0,0,0,0
29,40%,nonunit,13431,16234,6.5,NA,1,100.0,5.1,NA,1,100.0,293,0,6.0,NA,1,100.0,124,<0.1,6.7,NA,1,100.0,0,<0.1,5.7,NA,1,100.0,293,124,0,0.1
31,40%,nonunit,200,813,5.1,NA,412,88.8,2.5,NA,37,97.2,701,0.3,3.0,NA,95,93.4,195,0,3.9,NA,231,89.7,660,0.3,3.0,NA,49,96.9,795,161,296,0.4
33,40%,nonunit,4410,6885,1.3,NA,1,100.0,1.4,NA,1,100.0,500,<0.1,1.5,NA,1,100.0,228,0,1.6,NA,1,100.0,0,0.2,1.8,NA,1,100.0,500,218,0,0.3
35,40%,nonunit,200,864,60.3,NA,15865,77.7,6.9,NA,295,91.7,1326,0.4,13.4,NA,2264,79.6,125,0,20.2,NA,3314,80.2,624,0.3,8.4,NA,514,91.7,1382,102,302,0.6
37,40%,nonunit,198,808,5.5,NA,352,84.0,3.8,NA,130,94.9,987,0.3,5.0,NA,411,83.7,90,0,9.9,NA,1740,80.0,588,0.3,3.8,NA,111,94.9,1036,67,171,0.4
39,40%,nonunit,6795,10620,4.5,NA,1,100.0,4.7,NA,1,100.0,734,<0.1,4.6,NA,1,100.0,281,<0.1,5.0,NA,1,100.0,0,0.5,5.4,NA,1,100.0,734,252,0,0.5
41,40%,nonunit,200,1023,7.8,NA,508,82.7,4.3,NA,158,94.7,802,0.4,7.2,NA,610,89.0,216,0,16.2,NA,1760,83.6,750,0.3,4.7,NA,120,93.6,838,162,160,0.4
43,40%,nonunit,200,841,2.9,NA,120,93.0,1.9,NA,13,97.9,533,0.2,2.1,NA,39,96.4,216,0,3.9,NA,261,92.6,461,0.1,1.6,NA,7,98.6,518,152,155,0.3
45,40%,nonunit,200,1020,15.7,NA,1665,81.9,5.8,NA,97,96.0,1307,0.4,9.0,NA,863,85.8,192,0,29.8,NA,3076,81.5,1098,0.5,6.6,NA,138,95.5,1468,146,308,0.7
47,40%,nonunit,200,1093,119.7,NA,16194,76.4,10.4,NA,459,92.1,1330,0.5,39.5,NA,6387,84.2,237,0,195.5,NA,50247,77.9,1098,0.4,11.3,NA,614,92.5,1342,146,306,0.6
49,40%,nonunit,200,933,4.2,NA,245,82.5,2.7,NA,33,97.4,615,0.3,2.9,NA,117,91.6,143,0,4.3,NA,177,87.4,429,0.2,2.8,NA,21,97.8,591,116,160,0.4
51,40%,nonunit,200,1098,24.5,NA,2085,83.4,4.7,NA,85,95.8,1117,0.4,9.3,NA,694,88.7,246,0,21.6,NA,2185,83.2,645,0.2,5.8,NA,32,97.7,1403,153,300,0.9
53,40%,nonunit,200,1026,21.1,NA,2057,82.9,6.2,NA,119,94.9,1440,0.6,9.6,NA,1091,86.4,213,0,40.7,NA,4873,79.1,481,0.1,5.2,NA,85,95.5,1218,150,308,0.6
55,40%,nonunit,200,938,7.1,NA,733,81.7,3.8,NA,34,97.1,1220,0.4,5.2,NA,359,85.9,169,0,7.3,NA,484,81.9,884,0.4,4.2,NA,47,96.8,1183,112,302,0.5
57,40%,nonunit,200,1160,38.5,NA,3281,84.9,6.1,NA,76,95.4,1092,0.5,15.8,NA,1000,88.8,306,0,36.6,NA,4085,81.9,986,0.4,8.6,NA,219,95.8,1210,162,312,0.7
59,40%,nonunit,200,961,17.5,NA,2136,80.2,5.7,NA,119,94.0,1299,0.6,8.8,NA,940,86.7,226,0,13.4,NA,1787,82.7,301,0.1,5.6,NA,111,94.2,1297,147,307,0.7
61,40%,nonunit,200,931,9.6,NA,1064,78.7,4.6,NA,84,94.1,1119,0.5,7.4,NA,711,84.0,150,0,12.0,NA,1520,80.2,801,0.3,4.8,NA,98,93.7,1180,110,240,0.5
63,40%,nonunit,200,1011,13.8,NA,1636,81.8,4.6,NA,85,94.9,1164,0.5,6.2,NA,577,84.1,194,0,32.7,NA,5655,78.8,499,0.2,6.8,NA,50,95.2,1544,155,314,1.2
65,40%,nonunit,200,1011,25.1,NA,3194,81.2,5.5,NA,118,94.3,1135,0.5,10.4,NA,1096,84.7,185,<0.1,25.6,NA,3085,80.7,539,0.2,5.5,NA,182,93.6,1133,135,310,0.7
67,40%,nonunit,200,1174,119.0,NA,20316,75.0,10.9,NA,357,92.3,1199,0.7,14.8,NA,1525,82.7,284,0,257.7,NA,55872,70.1,634,0.2,8.7,NA,187,93.3,1296,156,304,0.7
69,40%,nonunit,200,1083,201.5,NA,26074,76.6,13.3,NA,666,92.9,1635,0.8,36.1,NA,4870,83.0,243,0,163.3,NA,27383,77.9,836,0.3,14.6,NA,668,91.9,1317,158,318,0.6
71,40%,nonunit,200,952,81.0,NA,14646,79.3,7.6,NA,150,93.6,1629,0.6,35.3,NA,5337,82.5,151,<0.1,53.3,NA,6025,75.0,1120,0.5,13.8,NA,591,92.2,1450,109,318,0.6
73,40%,nonunit,200,1078,9.0,NA,521,86.9,4.0,NA,35,97.4,845,0.5,3.7,NA,89,92.3,225,0,6.0,NA,268,84.5,722,0.3,4.4,NA,34,97.1,770,149,311,0.7
75,40%,nonunit,26300,41500,30.0,NA,1,100.0,29.9,NA,1,100.0,2966,0.4,33.3,NA,1,100.0,504,0.1,29.6,NA,1,100.0,0,0,33.9,NA,1,100.0,2966,442,0,0.4
77,40%,nonunit,200,961,17.6,NA,2136,80.2,5.7,NA,119,94.0,1299,0.6,8.9,NA,940,86.7,226,0,13.6,NA,1787,82.7,301,0.1,5.6,NA,111,94.2,1297,147,307,0.7
79,40%,nonunit,26300,41500,18.7,NA,1,100.0,19.6,NA,1,100.0,2972,0.4,26.3,NA,1,100.0,505,<0.1,20.4,NA,1,100.0,0,0,24.1,NA,1,100.0,2972,443,0,0.5
81,40%,nonunit,199,1091,263.8,NA,41422,75.3,21.5,NA,1000,91.3,2058,1.0,91.5,NA,11556,78.0,224,<0.1,278.9,NA,40137,75.6,1107,0.5,29.0,NA,1999,90.0,1567,144,316,0.8
83,40%,nonunit,200,1172,2173.7,NA,282347,70.5,56.5,NA,3168,89.2,2126,0.7,312.9,NA,49077,77.5,269,<0.1,635.3,NA,68663,70.6,1167,0.5,80.5,NA,2794,90.3,2293,152,321,0.9
